station_name,station_full_name,station_zone,station_address
MKO,MARKONA,SER,"Baleswar, Odisha, India"
MKP,MANIKPUR JN,NCR,"Manikpur, Uttar Pradesh, India"
MKPR,MUKTAPUR,ECR,"Samastipur, Bihar, India"
MKPT,MALIKPETH,CR,"Solapur, Maharashtra, India"
MKR,MADDIKERA,SCR,"Maddikera, Andhra Pradesh, India"
MKRA,MAKRERA,NWR,"Makra, Himachal Pradesh, India"
MKRD,MACHHAKUNDA,ECOR,"Machhakunda Station, Odisha, India"
MKRH,MALLICKPUR HAT,NFR,"Patiram, West Bengal, India"
MKRL,MOTI KORAL,WR,"Moti Koral, Gujarat, India"
MKRN,MAKRONIA,WCR,"Sagar, Madhya Pradesh, India"
MKS,MUKTSAR,NR,"Sri Muktsar Sahib, Punjab, India"
MKSP,MUKHASA PARUR,SR,"Chinnaparur, Tamil Nadu, India"
MKSR,MOKALSAR,NWR,"Mokalsar, Rajasthan, India"
MKT,MUKHTIAR BALWAR,WR,"Balwara, Madhya Pradesh 451115, India"
MKTL,MAKTHAL,SCR,"Makthal Rd., Makthal, Mahbubnagar Dist.."
MKTP,MUKTESWARPURI PH,ECOR,"Mukteswarpuri PH, Mangalajodi, Odisha,.."
MKU,MALKAPUR,CR,"Malkapur Train Station, Malkapur, Maha.."
MKWI,MAKARWADI HALT,NWR,"Ajmer, Rajasthan, India"
MKX,MORAK,WCR,"Rajasthan, India"
MKY,MEKKUDI,SR,"Marakkudi, Tamil Nadu, India"
MKZ,MAHKEPAR ROAD,SECR,"Porabazar Makalpur Rd, West Bengal 712.."
ML,MALHOUR,NR,"Gomti Nagar, Lucknow, Uttar Pradesh, I.."
MLAR,MALANPUR,NCR,"Malanpur, Madhya Pradesh, India"
MLB,MODNIMB,CR,"Modnimb, Maharashtra, India"
MLBZ,MALBAZAR,NFR,"Mal Bazar, West Bengal 735221, India"
MLC,MALKISAR,NWR,"Malkisar, Rajasthan, India"
MLD,MALIHABAD,NR,"Lucknow, Uttar Pradesh, India"
MLDE,MADLAUDA,NR,"Madlauda Bus Stop, SH 14, Haryana, India"
MLDT,MALDA TOWN,ER,"English Bazar, West Bengal, India"
MLFC,MALDA COURT,NFR,"Old Malda Rd, Malda, West Bengal, India"
MLG,MALHARGARH,WR,"Malhargarh, Madhya Pradesh, India"
MLGH,MANDALGARH,WCR,"Bhilwara, Rajasthan, India"
MLGT,MALLAPPA GATE,SCR,"Mallappa Gate Station, Nancheral, Andh.."
MLHA,MALIYA HATINA,WR,"Malia, Gujarat, India"
MLHS,LIGHT HOUSE,SR,"Light House, Mylapore, Chennai, Tamil .."
MLI,MANGALIYAWAS,NWR,"Mangaliyawas, Rajasthan, India"
MLJ,MOHANLALGANJ,NR,"Lucknow, Uttar Pradesh, India"
MLK,MALKAPURAM,SCR,"Malkapur Train Station, Malkapur, Maha.."
MLKA,MALUKA,SER,"Maluka, Jharkhand, India"
MLKH,MULEWAL KHAIHRA,NR,"Punjab 144702, India"
MLKN,MUNDHAL KALAN,NR,"Mundhal, Pin - 127041, Dist. - Rohtak .."
MLKP,MALIKPUR H,NER,"Malikpur, Rajasthan, India"
MLM,MALTHAN,CR,"Malthan, Maharashtra, India"
MLMG,MALLEMADUGU,SCR,"Mallemadugu, Andhra Pradesh, India"
MLMR,MELMARUVATTUR,SR,"Madurantakam, Tamil Nadu, India"
MLN,MAILANI,NER,"Mailani, Uttar Pradesh, India"
MLND,MULUND,CR,"Mulund(West), Mulund West, Mumbai, Mah.."
MLNH,MALANCHA,NFR,"Malancha, West Bengal, India"
MLNR,GAWADA MALOSAN,WR,"Mehsana, Gujarat, India"
MLO,MALUR,SWR,"Malur Station, Malur, Karnataka, India"
MLP,MALLAPUR,SWR,"Mallapur, Secunderabad, Andhra Pradesh.."
MLPM,MELPAKKAM CABIN,SR,"Arakkonam, Arakonam, Tamil Nadu 631003.."
MLPR,MALIPUR,NR,"Malipur, Uttar Pradesh, India"
MLQ,MALKERA JN,SER,"Malkera Junction, Jharkhand, India"
MLR,MALKHED,CR,"Malkhed, Karnataka, India"
MLS,MALASA,NCR,"Malasa, Uttar Pradesh, India"
MLSA,MALLASANDRA,SWR,"Mallasandra, Karnataka, India"
MLSR,MALSAR,WR,"Malsar, Gujarat, India"
MLSU,MALSAILU,SCR,"Malselu, Maharashtra, India"
MLT,MALATIPATPUR,ECOR,"Malatipatpur, Odisha 752008, India"
MLTI,MALTI,ECR,"Malti, Bihar, India"
MLTR,MELATTUR,SR,"Melattoor, Kerala, India"
MLU,MALUGUR,SWR,India
MLV,MALLARPUR,ER,"Grand Trunk Rd, Fatehpur, West Bengal,.."
MLW,MALLANWAN,NR,"Mallawan, Uttar Pradesh, India"
MLX,MULLANPUR,NR,"Mullanpur, Punjab, India"
MLY,MAULA ALI,SCR,"Moula Ali Railway Station, Malkajgiri,.."
MLYA,MALIYA H,ER,"State Highway 2, West Bengal, India"
MLYR,MELNARIYAPPANUR,SR,"Melnariyappanur, Tamil Nadu, India"
MLZ,MALARNA,WCR,"Malarna, Rajasthan, India"
MM,MAHIM JN,WR,"Mahim Junction, Mahim, Mumbai, Maharas.."
MMA,MUHAMMADABAD,NER,"Muhammadabad Gohna, Uttar Pradesh, India"
MMB,MAHMUDABAD AVDH,NER,"Mahmudabad, Uttar Pradesh, India"
MMC,MAHAMANDIR,NWR,"Jodhpur, Rajasthan, India"
MMCT,MUMBAI CENTRAL,WR,"Mumbai Central, Tulsiwadi Path, Tardeo.."
MMD,MAHESHMUNDA,ER,"815312, India"
MMDA,MUTHALAMADA,SR,"Palakkad, Kerala, India"
MMDL,MOHINI MANDAL,ECR,"Dharampur Madan urf Chhaurhia, Bihar, .."
MMDP,MOHAMADPUR,ECR,"Gaya - Mokama Rd, Sonsa, Bihar 805105,.."
MME,MUL MARORA,SECR,"Mul, Maharashtra, India"
MMG,MADHYAMGRAM,ER,"Satgachia, West Bengal, India"
MMH,MAHADANAPURAM,SR,"Mahadanapuram, Tamil Nadu, India"
MMI,MARIYAMANAHALLI,SWR,"Danayakanakere, Karnataka, India"
MMK,MADURANTAKAM,SR,"Tamil Nadu, India"
MMKB,MEMRAKHABAD H,ECR,"Mekra, Bihar 803221, India"
MML,MADAN MAHAL,WCR,"Station Road, Madan Mahal, Jabalpur, M.."
MMLN,MAHUAMILAN,ECR,"Macmillan Main Rd, Pazavanthangal, Tam.."
MMM,MANDAPAM,SR,"Ramanathapuram, Tamil Nadu, India"
MMNK,MARAIMALAI NAGAR KAMARAJAR,SR,"Maraimalai St, Chennai, Tamil Nadu, In.."
MMP,MAMBALAPPATTU,SR,"Ambalapattu, Tamil Nadu, India"
MMPL,MANTAPAMPALLE,SCR,"Madanapalle, Andhra Pradesh, India"
MMR,MANMAD JN,CR,"Manmad, Maharashtra, India"
MMS,MANDASA ROAD,ECOR,"Thavarayil Mandan Rd, Purakkalam, Kera.."
MMU,MUGMA,ER,"Mugma, Jharkhand, India"
MMV,MAHALI MARUP,SER,"Mahali Marup Station, Jharkhand, India"
MMVR,MURGA MAHADEV ROAD,SER,"NH215, Sialijoda, Odisha 758035, India"
MMY,MARWAR MATHANYA,NWR,"Mathania, Rajasthan, India"
MMZ,MANDAMARI,SCR,"Mandamarri, Andhra Pradesh, India"
MN,MINAMBAKKAM,SR,"Meenambakkam, Tamil Nadu, India"
MNAE,MANKAR,ER,"Mankar, West Bengal 713144, India"
MNC,MADANKATA,ER,"Jharkhand 815352, India"
MNCR,MONACHERRA,NFR,"Paschim Kitterbond Pt I, Assam, India"
MND,MUNDERWA,NER,"Uttar Pradesh, India"
MNDA,MANDURA,CR,"Mandura, Maharashtra, India"
MNDH,MANDIR HASAUD,SECR,"Mandir Hasaud, Chhattisgarh, India"
MNDK,MAGANUR,SCR,"Maganur, PIN - 509352, Dist. - Mahbubn.."
MNDP,MENDIPATHAR,NFR,"Mendipathar Railway Road, Resubelpara .."
MNDR,MANDI DHANAURA,NR,"Mandi Dhanaura, State Highway 51, Dhan.."
MNDU,MANDU HALT,ECR,"National Highway 33, Mandu, Jharkhand .."
MNDY,MANDAVELI,SR,"Madaveli, Saradapuram, Mylapore, Chenn.."
MNE,MANSI JN,ECR,"Mansi, Bihar, India"
MNF,MANDA ROAD,NCR,"Manda Rd, Uttar Pradesh, India"
MNGD,MUNIGUDA,ECOR,"Muniguda, Odisha, India"
MNGR,MOHAN NAGAR,NWR,"27 Np-A, Rajasthan 335051, India"
MNH,MUNSIRHAT P H,SER,"Station Road, Munshirhat, Sekrahati, W.."
MNHA,MINDHA,NWR,"Mondha, Aurangabad, Maharashtra, India"
MNHL,MAJHAIRAN HIMACHAL,NR,"Majhairan Himachal Railway Station, Hi.."
MNI,MANGAON,KR,"Mangaon Railway Station, Maharashtra, .."
MNJ,MANOHARGANJ,NCR,"Manoharganj, Uttar Pradesh, India"
MNJR,MANJHLEPUR,NR,"Rae Bareli, Uttar Pradesh, India"
MNKD,MANKHURD,CR,"Mankhurd, Mumbai, Maharashtra, India"
MNKN,MANIKALAN H,NR,"Manikaran, Himachal Pradesh, India"
MNL,MINCHNAL,SWR,"Minchnal Station, Karnataka, India"
MNLI,MANALI TN,SR,"Manali, Tamil Nadu, India"
MNM,MANAMADURAI JN,SR,"Sivaganga, Tamil Nadu, India"
MNMA,MANDAN MISHRA,ECR,"Mandan Mishra Halt, Bibhakar Jha, Vill.."
MNMU,MANI MAU,NER,"Uttar Pradesh, India"
MNO,MEHNAR ROAD,ECR,"Vaishali, Bihar, India"
MNP,MANANPUR,ECR,"Chauraman Bigha, Bihar 811310, India"
MNPR,MIANPUR,NR,"Mianpur, Punjab, India"
MNQ,MAINPURI,NCR,"Uttar Pradesh, India"
MNR,MAKKHANPUR,NCR,"Firozabad, Uttar Pradesh, India"
MNS,MANSHAHI,NFR,"Sirnia, Bihar 854103, India"
MNSR,MANAKSAR,NWR,"Manaksar, Rajasthan, India"
MNTT,MULANTURUTTI,SR,"Mulanthuruthy, Kerala, India"
MNU,MUNDIKOTA,SECR,"Mundikota, Maharashtra, India"
MNUR,MANNANUR,SR,"Mannanur, Kerala, India"
MNV,MUNGAOLI,WCR,"Ashoknagar, Madhya Pradesh, India"
MNWL,MANWAL,NR,"Jandrah, Jammu and Kashmir"
MNY,MANKARAI,SR,"Palakkad, Kerala, India"
MNZ,MANANI,NR,"Manani Railway Station, Uttar Pradesh,.."
MO,MOHOL,CR,"Maharashtra, India"
MOA,MANOPAD,SCR,"Manopad Station, Andhra Pradesh, India"
MOAR,MANIPUR BAGAN,NFR,"Alaicherra Pt VI, Assam 788165, India"
MOB,MANOHARABAD,SCR,"Medak, Andhra Pradesh, India"
MOBD,MOUBUND,NFR,"Jorhat, Assam, India"
MOF,MONDH,NR,"Sant Ravidas Nagar, Uttar Pradesh, India"
MOG,MOHIUDDINNAGAR,ECR,"Samastipur, Bihar, India"
MOGA,MOGA,NR,"Moga, Punjab, India"
MOHR,MOHANA,NR,"Mohana, Haryana 131301, India"
MOI,MORI BERA,NWR,"Mori Bera Station, Rajasthan, India"
MOJ,MOHANA,WCR,"mohana, Odisha, India"
MOL,MULI ROAD,WR,"Gujarat, India"
MOM,MAMAN,NR,"Maman Coloney Rd, Mahuva, Gujarat, India"
MOMU,MOLAKALMURU,SWR,"Molakalmuru, Karnataka, India"
MON,MODRAN,NWR,"Jalore, Rajasthan, India"
MONJ,MONGLAJHORA,NFR,"Dhubri, Assam, India"
MONR,MOHANUR,SR,"Railway Station Road, Nehru Nagar, Moh.."
MOO,MUDDANURU,SCR,"Muddanur, Andhra Pradesh, India"
MOP,MOHITNAGAR,NFR,"MOP, Jalpaiguri, West Bengal, India"
MOPR,MOHANPURA H,NR,"Mohanpur, Uttar Pradesh, India"
MOR,MOR,ECR,"Mor, Bihar, India"
MORA,MORAIYA,WR,"Gujarat 382213, India"
MOT,MALOUT,NR,"Malout Railway Station, Malout, Punjab.."
MOTA,MOTA,NCR,"Mota, Gujarat, India"
MOTC,MOTICHUR,NR,"Motichur, Uttarakhand, India"
MOTG,MOTIGANJ,NER,"Atimiganj, Bihar, India"
MOTH,MOTH,NCR,"Moth, Uttar Pradesh 284303, India"
MOU,MANOHARPUR,SER,"Manoharpur, Jharkhand, India"
MOW,MANANWALA,NR,"Amritsar, Punjab, India"
MOX,MORAN,NFR,"Moran, Assam, India"
MOY,MOHRI,NR,"Mohri, Haryana, India"
MOZ,MUZAFFARNAGAR,NR,"Muzaffarnagar Railway Station, Civil L.."
MP,MELAPPALAIYAM,SR,"Mettupalayam, Tamil Nadu, India"
MPA,MANAPARAI,SR,"Manapparai, Tamil Nadu, India"
MPC,MUTHAMPATTI H,SWR,"Muthampatti, Tamil Nadu, India"
MPD,MADPUR,SER,"Madpur, West Bengal, India"
MPE,MALATIPUR,ER,"Malatipur, West Bengal, India"
MPF,MUIRPUR ROAD,ECR,"Haripur District, Pakistan"
MPG,MANPUR NAGARIA,NER,"Kanpur Nagar, Uttar Pradesh, India"
MPH,MUNDHA PANDE,NR,"Mundha Pande, Uttar Pradesh, India"
MPI,MELPATTI,SR,"Malpatti Ponnappan St, Perambur, Chenn.."
MPJ,MADANPUR,ER,"Madanpur, West Bengal, India"
MPK,CHENNAI PARK,SR,"Chennai Park, Park Town, Chennai, Tami.."
MPKT,CHENNAI PARK TOWN,SR,"Park Town, Chennai, Tamil Nadu, India"
MPL,MADANAPALLE RD,SCR,"Madanapalle, Andhra Pradesh, India"
MPLE,MAHIPAL H,ER,"Mahipal, West Bengal, India"
MPLI,MINNAMPALLI,SR,"Minnampalli, Tamil Nadu, India"
MPLM,MARTHIPALAYAM,SR,"Karur, Tamil Nadu, India"
MPLR,MAHIPAL ROAD,ER,"Mahipal Rd, Bansihari, West Bengal"
MPML,MOHAPANI MAL,SECR,"Chhindwara, Madhya Pradesh, India"
MPN,MADHYAMPUR,ER,"Madhyampur, West Bengal, India"
MPNH,MAJNUPUR NAWADA H,ECR,"Begusarai, Bihar, India"
MPO,MANPUR JN,ECR,"Gaya, Bihar, India"
MPR,MAKARPURA,WR,"Vadsar, Vadodara, Gujarat, India"
MPRA,MAHAMMAD PUR,NFR,"Mosod Ali Hazir Zangal Rd, Rongpur Pt .."
MPRD,MATHURAPUR ROAD,ER,"Mathurapur Rd, Mathurapur, Bihar, India"
MPT,MANGALAMPETA,SCR,"Mangalore, Karnataka, India"
MPU,MEDAPADU,SCR,"Medapadu, Andhra Pradesh, India"
MPUE,MAINPURI KACHERI H,NCR,"Uttar Pradesh, India"
MPUR,NEW MADANPUR,ER,"Dumka Hansdiha Road, Babupur, Jharkhan.."
MPY,MURARPUR,ER,"Sultanganj - Bhagalpur Rd, Bholapur, B.."
MQ,MANNARGUDI,SR,"Mannargudi Railway Station, JN Street,.."
MQA,MATODA,WR,"Matoda, Gujarat 383270, India"
MQC,MUNDKA H,NR,"Mundka, New Delhi, Delhi, India"
MQE,MOHAMMADKHERA,WR,"Shajapur, Madhya Pradesh, India"
MQG,MILANGARH,NFR,"Daulatpur, West Bengal 732125, India"
MQL,MIRKHAL,SCR,"Parbhani, Maharashtra, India"
MQN,MANYAMKONDA,SCR,"Raichur- Mahabubnagar Road, Andhra Pra.."
MQO,MUNROTURUTTU,SR,"Munroe Island, Kerala, India"
MQP,MAKRANDPUR,NER,"Makrandpur, Uttar Pradesh, India"
MQQ,MARKAHANDI U HT,SECR,"Chhindwara, Madhya Pradesh, India"
MQR,MALKHAID ROAD,SCR,"State Highway 10, Karnataka, India"
MQS,MALSIAN SHAHKHT,NR,"Shahkot-Moga Rd, Malsian, Punjab, India"
MQU,MURUKKAMPUZHA,SR,"Murukkumpuzha, Kerala, India"
MQW,MALLAN NAGAR H,NER,"Badaun, Uttar Pradesh, India"
MQX,MERALGRAM,ECR,"Meral, Jharkhand, India"
MQZ,MOTA JADRA,WR,"Mota Jadra, Mota Jadra Rd, Gujarat, In.."
MR,MARTUR,CR,"Martur Railway Station, Karnataka, India"
MRA,MORENA,NCR,"Morena, Madhya Pradesh, India"
MRB,MUNIRABAD,SWR,"Koppal, Karnataka, India"
MRBD,MOINARBAND,NFR,"Moinar Bond Railway Station, Niz-Bansk.."
MRBL,MURIBAHAL,ECOR,"Balangir, Orissa, India"
MRC,MARICHETHAL,SCR,"Marichethal, Karnataka, India"
MRDA,MARODA,SECR,
MRDG,MARADANGA,NFR,"West Bengal, India"
MRDL,MERAMANDOLIL,ECOR,"Meramhanar, Jharkhand, India"
MRDP,MURADPUR H,NER,"Muradpur, Punjab, India"
MRDW,MURDESHWAR,KR,"Uttara Kannada, Karnataka, India"
MRE,MANAURI,NCR,"Kaushambi, Uttar Pradesh, India"
MRF,MARPALLI,SCR,"Marpally Railway Station, Andhra Prade.."
MRG,MARGHERITA,NFR,"Station Road, Ledo, Arunachal Pradesh"
MRGA,MIRYALAGUDA,SCR,"Nalgonda, Andhra Pradesh, India"
MRGM,MAURIGRAM,SER,"Mauri Gram, Howrah, West Bengal, India"
MRHA,MURAHARA,ER,"Murhara, Bihar 813109, India"
MRHT,MORANHAT,NFR,"Assam 785675, India"
MRIJ,MURLIGANJ,ECR,"Station Road, Bihar, India"
MRJ,MIRAJ JN,CR,"Station Rd, Miraj, Maharashtra, India"
MRJD,MARJADWA,ECR,"Sathi, Bihar, India"
MRJN,MIRJAN,KR,"Karnataka 581440, India"
MRK,MARKAPUR ROAD,SCR,"Markapur, Andhra Pradesh, India"
MRKL,MARIKAL,SCR,"Telangana 509351, India"
MRL,MAROLI,WR,"Maroli Railway Station, Maroli, Gujara.."
MRLA,MARIYAL GANGAVADI HA,SWR,"Mariyala, Karnataka 571313, India"
MRLI,MURLI H,ER,"Mahadevpur, Jharkhand 816108, India"
MRM,MAMANDURU,SCR,"Manamadurai, Tamil Nadu, India"
MRN,MORWANI,WR,"Madhya Pradesh, India"
MRND,MORINDA,NR,"Morinda City Road, Morinda, Punjab, In.."
MROA,MORA,NCR,"Ganesara, Uttar Pradesh 281004, India"
MRPL,MARAMPALLI,SCR,"Marampalli, Andhra Pradesh 534146, India"
MRPR,MAU RANIPUR,NCR,"Jhansi, Uttar Pradesh, India"
MRQ,MATARI,ECR,"Heranj - Matar Rd, Gujarat 387510, India"
MRR,MURARAI,ER,"Murarai Railway Station, Murarai, West.."
MRSH,MORSHI,CR,"Hanuman Nagar, Morshi, Maharashtra 444.."
MRT,MATHURA CANT,NER,"Mathura, Uttar Pradesh, India"
MRTA,MURAITHA H,ECR,"Bihar, India"
MRTD,MORTHAD,SCR,"Morthad, Telangana 503225, India"
MRTL,MIRTHAL,NR,"Mirthal, Punjab, India"
MRU,MATUNGA ROAD,WR,"Matunga Road, Senapati Bapat Marg, Han.."
MRV,MARSUL,SCR,"Marsul Railway Station, Pimpala lokhan.."
MRWS,MARWAR RANAWAS,NWR,"Ranawas, Rajasthan, India"
MRX,MURUD,CR,"Murud, Maharashtra, India"
MRYA,MARIYANA,WR,"Mariyana St, Gallup, NM 87301, USA"
MRZA,MIRZA,NFR,"Mirza, Assam, India"
MS,CHENNAI EGMORE,SR,"Chennai Egmore, Gandhi Irwin Road, Egm.."
MSAE,MASSAGRAM,ER,"Masagram, West Bengal, India"
MSB,CHENNAI BEACH,SR,"Chennai Beach Railway Station, North B.."
MSC,CHENNAI CHETPAT,SR,"Chetpet, Chennai, Tamil Nadu, India"
MSD,BOMBAY MASJID,CR,"Masjid Bandar East, Masjid Bandar, Mum.."
MSDG,MHASODA DONGAR,CR,"Solapur, Maharashtra, India"
MSDH,MASNADIH,ECR,"Unchi Dih, Bihar 845305, India"
MSDL,MAHISADAL,SER,"Mahishadal Raj College, Mahishadal, We.."
MSDN,MASUDAN,ER,"Masudan, Abhaipur, Bihar, India"
MSDR,MURSHADPUR,NR,"Murshadpur, Uttar Pradesh, India"
MSE,MASANI,NCR,"Masani, Punjab, India"
MSF,CHENNAI FORT,SR,"Chennai Fort, Esplanade, George Town, .."
MSGR,MARSHAGHAI ROAD,ECOR,"NH53, Manikunda State: Odisha"
MSH,MAHESANA JN,WR,"Mehsana Railway Station, Mehsana, Guja.."
MSHW,MUSHARWA H,ECR,"Musharwa, Bihar, India"
MSK,MAHES KHUNT,ECR,"Maheshkhunt, Bihar, India"
MSL,MACHHALANDAPUR,ER,"Jhandapur, Sahibabad Industrial Area S.."
MSMD,MAHASAMUND,ECOR,"Mahasamund, Chhattisgarh, India"
MSMI,MISAMARI,NFR,"Orang-Mazbat Road, Assam, India"
MSN,MURSAN,NER,"Mursan, Uttar Pradesh, India"
MSO,MISROD,WCR,"Bhopal, Madhya Pradesh, India"
MSOD,MASODHA,NR,"Masoudha, Faizabad, Uttar Pradesh, India"
MSP,MANSURPUR,NR,"Muzaffarnagar, Uttar Pradesh, India"
MSQ,MARWAR RATANPURA,NWR,"Banaskantha, Gujarat, India"
MSR,MASUR,CR,"Masur, Maharashtra, India"
MSRP,MURHESI RAMPUR,WCR,"Murhesi Rampur, Uttar Pradesh, India"
MSS,MASARAHALLI,SWR,"Maranhalli, Karnataka, India"
MSSD,MAHESHRI SANDHUAN,NR,"Mahesari, Punjab, India"
MSSN,MAISHASHAN,NFR,"Nagkapan Pt II, Assam, India"
MST,MASIT,NR,"Hardoi, Uttar Pradesh, India"
MSTH,MISRIKH TIRATH,NR,"Sitapur, Uttar Pradesh, India"
MSU,MOSUR,SR,"Mosur, Tamil Nadu, India"
MSV,MUSTARA,NCR,"Jhansi Khas, Uttar Pradesh, India"
MSW,MASKANWA,NER,"Maskanwa, Uttar Pradesh, India"
MSWA,MASANIWALA,NWR,"3 Sad, Rajasthan, India"
MSZ,MANSA,NR,"Mansa, Punjab, India"
MT,MATERA,NER,"Gaura Dhanauli, Uttar Pradesh 271882, .."
MTA,MATHELA,WCR,"Matla River, West Bengal"
MTAP,MATANIA ANANTPUR,ER,"Matania Anantapur, West Bengal, India"
MTB,MATLABPUR,NR,"Matlabpur, Uttar Pradesh, India"
MTBG,MATHIA BARGHAT H,NER,"Uttar Pradesh, India"
MTBH,MAHATBANIA HALT,ECR,"Bhojpur, Bihar, India"
MTC,MEERUT CITY,NR,"Meerut Railway Station, Meerut, Uttar .."
MTCN,TIRUVALLIKENI,SR,"Thiruvallikeni MRTS Station, Palandi A.."
MTD,MERTA ROAD JN,NWR,"Rajasthan, India"
MTDB,MERTA ROAD BYPASS,NWR,"Merta Road, Rajasthan, India"
MTDI,MALTEKDI,SCR,"Hyder Bagh, Dashmesh Nagar, Harsh Naga.."
MTDM,METUR DAM,SR,"Mettur Dam, Tamil Nadu"
MTE,METTUR,SR,"Mettur, Ariyappauram, Tamil Nadu 62741.."
MTFA,MERTALA PHALEYA H,ER,"Mertala Phaleya, West Bengal, India"
MTGE,MUTHANI,ECR,"Muthana, Rajasthan, India"
MTH,MATAUNDH,NCR,"Mataundh, Uttar Pradesh, India"
MTHP,MITHAPUR,WR,"Jamnagar, Gujarat, India"
MTI,MITAWAL,NCR,"Firozabad, Uttar Pradesh, India"
MTIP,MATHNASHIPUR,SER,"Mathnashipur, West Bengal 713408, India"
MTJ,MATHURA JN,NCR,"Mathura, Uttar Pradesh, India"
MTJL,MOTIJHEEL,NCR,"Motijheel, South Dum Dum, Kolkata, Wes.."
MTJR,MOTERJHAR,NFR,"Moterjhar, Assam, India"
MTKR,MATOKHAR,ECR,"Matokhar, PIN - 811105, Dist. - Sheikh.."
MTL,MAILAM,SR,"Villupuram, Tamil Nadu, India"
MTLP,MITHILA DEEP,ECR,"Madhubani, Bihar, India"
MTM,MACHILIPATNAM,SCR,"Machilipatnam, Andhra Pradesh, India"
MTMI,MOTUMARI JN,SCR,"Khammam, Andhra Pradesh, India"
MTMY,THIRUMAYILAI,SR,"Thirumayilai, Mylapore, Chennai, Tamil.."
MTN,MATUNGA,CR,"Matunga East, Mumbai, Maharashtra, India"
MTND,MATTAGAJAPUR,ECOR,"Murtuzapur, Maharashtra, India"
MTNL,MUTTARASANALLUR,SR,"Tharanallur, Tiruchchirappalli, Tamil .."
MTO,MAITHA,NCR,"Maitha, Uttar Pradesh, India"
MTP,METUPALAIYAM,SR,"Mettupalayam Railway Station, Mettupal.."
MTPC,MOTIPURA CHAUKI,WCR,"Baran, Rajasthan, India"
MTPI,METPALLY,SCR,"Metpally, Telangana 505325, India"
MTPR,RAIMEHATPUR,NR,"Sehatpur, Faridabad, Haryana, India"
MTR,MOTIPUR,ECR,"Bihar, India"
MTSI,MOTI SADHLI,WR,"Kanas, Gujarat 391165, India"
MTT,MUTUPET,SR,"Muthupet - Mannargudi Road, Muthupet, .."
MTU,MATMARI,SCR,"Matmari, Karnataka, India"
MTUR,MATHUR,SR,"Mathura, Uttar Pradesh, India"
MTV,MATALKUNTA,SCR,"Motalkuntta, Andhra Pradesh, India"
MTWN,MITEWANI PH,SECR,"Bhandara, Maharashtra, India"
MTY,MULTAI,CR,"Multai Railway Station, Multai, Madhya.."
MU,MAKANSAR,WR,"Gujarat, India"
MUA,MUSRA,SECR,"Musra, Chhattisgarh, India"
MUBR,MANU BAZAR,NFR,"Manu Bazar, Manu Bazar, Tripura 799143.."
MUC,MULLURCARAI,SR,"Varavoor-Mullurkara Rd, Mullurkara, Ke.."
MUD,MURADNAGAR,NR,"Ghaziabad, Uttar Pradesh, India"
MUE,MUDKHED,SCR,"Mudkhed Railway Station, Mudkhed, Maha.."
MUG,MAGRA,ER,"Magra - Polaba Road, Magra, West Benga.."
MUGA,MAHUGARHA,WCR,"Mohangarh, Madhya Pradesh, India"
MUGN,MAHUTGAON,NFR,"Rajabari Grant, Assam 785686, India"
MUGR,MANUGURU,SCR,"Andhra Pradesh, India"
MUH,MURTIHA,NER,"Murtiha, Uttar Pradesh 271855, India"
MUHI,MURHARI H,ECR,"Araut, Bihar 803110, India"
MUK,MUNUMAKA,SCR,"Munumaka, Andhra Pradesh, India"
MUKE,MUKKALI H,SR,"Chombala, Kerala, India"
MULK,MULKI,KR,"Mulki, Karnataka, India"
MUM,MANGAPATNAM,SCR,"Andhra Pradesh 516444, India"
MUO,MASANGAON,WCR,"Malangaon, Maharashtra, India"
MUP,MURHIPAR,SECR,"Murhipar Station, Chhattisgarh, India"
MUPA,MUPA,NFR,"Assam 788832, India"
MUQ,MARUDUR,SR,"Marudur, Tamil Nadu, India"
MUR,MANKAPUR JN,NER,"Mankapur, Uttar Pradesh, India"
MURD,MANDAWAR M RD,NCR,"State Highway 35, Mandawar, Rajasthan,.."
MURI,MURI,SER,"Muri Railway Station, Muri, Jharkhand,.."
MUT,MEERUT CANT,NR,"Meerut, Uttar Pradesh, India"
MUU,MANKUNDU,ER,"Mankundu, Chandannagar, West Bengal, I.."
MUUA,MAHUAWA KHURD,NER,"Kushinagar, Uttar Pradesh, India"
MUV,MANDUADIH,NER,"Manduadih Raliway Station, Varanasi, U.."
MUW,MATHURAPUR,ER,"Karmatanr, Jharkhand 814114, India"
MUY,MUGAIYUR,SR,"Mugaiyur, Tamil Nadu, India"
MUZ,MOHIUDDINPUR,NR,"Meerut, Uttar Pradesh, India"
MV,MAYILADUTURAI J,SR,"State Highway 64, Mayiladuthurai, Tami.."
MVA,MALAKAVEMALA,SCR,"Malakavemala, Andhra Pradesh, India"
MVC,MAVINKERE,SWR,"Mavinakere Chethu Bus Stop, Karnataka,.."
MVD,MULVAD,SWR,"Mulvad, Karnataka, India"
MVE,MUNDHEWADI,CR,"Mundhewadi, Maharashtra, India"
MVF,MANABAR,ECOR,"Manabar Station, Odisha, India"
MVG,MALIGURA,ECOR,"Maligura Station, Maliguda Range, Odis.."
MVH,MANTATTI,SCR,"Mantati, Andhra Pradesh, India"
MVI,MORBI,WR,"Morbi, Gujarat, India"
MVJ,MAVLI JN,NWR,"Maoli Railway Station, Mavli, Rajastha.."
